true_class,pred_class,iou,is_correct
2,2,0.8971035616694737,True
-1,3,0.0,False
-1,1,0.0,False
-1,2,0.0,False
-1,1,0.0,False
-1,1,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,1,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,3,0.0,False
-1,1,0.0,False
